id,species,margin1,margin2,margin3,margin4,margin5,margin6,margin7,margin8,margin9,margin10,margin11,margin12,margin13,margin14,margin15,margin16,margin17,margin18,margin19,margin20,margin21,margin22,margin23,margin24,margin25,margin26,margin27,margin28,margin29,margin30,margin31,margin32,margin33,margin34,margin35,margin36,margin37,margin38,margin39,margin40,margin41,margin42,margin43,margin44,margin45,margin46,margin47,margin48,margin49,margin50,margin51,margin52,margin53,margin54,margin55,margin56,margin57,margin58,margin59,margin60,margin61,margin62,margin63,margin64,shape1,shape2,shape3,shape4,shape5,shape6,shape7,shape8,shape9,shape10,shape11,shape12,shape13,shape14,shape15,shape16,shape17,shape18,shape19,shape20,shape21,shape22,shape23,shape24,shape25,shape26,shape27,shape28,shape29,shape30,shape31,shape32,shape33,shape34,shape35,shape36,shape37,shape38,shape39,shape40,shape41,shape42,shape43,shape44,shape45,shape46,shape47,shape48,shape49,shape50,shape51,shape52,shape53,shape54,shape55,shape56,shape57,shape58,shape59,shape60,shape61,shape62,shape63,shape64,texture1,texture2,texture3,texture4,texture5,texture6,texture7,texture8,texture9,texture10,texture11,texture12,texture13,texture14,texture15,texture16,texture17,texture18,texture19,texture20,texture21,texture22,texture23,texture24,texture25,texture26,texture27,texture28,texture29,texture30,texture31,texture32,texture33,texture34,texture35,texture36,texture37,texture38,texture39,texture40,texture41,texture42,texture43,texture44,texture45,texture46,texture47,texture48,texture49,texture50,texture51,texture52,texture53,texture54,texture55,texture56,texture57,texture58,texture59,texture60,texture61,texture62,texture63,texture64
1229,Castanea_Sativa,1.953,1.953,17.578,5.859,9.766,0,23.438,0,1.953,1.953,1.953,11.719,9.766,27.344,23.438,0,15.625,13.672,1.953,13.672,37.109,11.719,13.672,39.062,23.438,19.531,17.578,11.719,9.766,17.578,11.719,5.859,15.625,7.812,0,7.812,5.859,29.297,23.438,5.859,1.953,11.719,37.109,7.812,21.484,7.812,29.297,58.594,3.906,66.406,15.625,37.109,27.344,0,17.578,5.859,9.766,15.625,13.672,0,5.859,50.781,11.719,44.922,47.153,40.727,35.849,36.084,387,41.444,36.511,30.871,26.279,20.684,16.704,19.483,25.756,32.671,36.392,40.319,46.963,42.301,35.812,28.574,21.769,16.139,19.691,26.639,35.205,41.692,36.986,36.148,42.936,48.444,55.315,52.851,46.497,41.729,34.753,29.258,34.488,40.632,42.013,35.313,29.305,20.554,12.736,89.847,14.456,21.356,2.818,35.254,42.115,44.371,39.581,37.556,31.887,26.855,23.489,2.534,31.065,34.933,41.072,47.253,43.422,39.801,40.093,4.453,25.391,977,3.906,37.109,7.812,0,17.578,6.836,1.953,51.758,16.602,0,0,13.672,293,0,0,0,47.852,293,0,15.625,0,9.766,22.461,48.828,6.543,3.906,4.883,6.836,0,5.859,33.203,32.227,5.859,4.883,32.227,27.344,42.969,5.957,5.859,0,35.156,3.125,1.953,24.414,7.812,0,15.625,1.953,16.602,23.438,25.391,19.531,9.766,0,11.719,5.859,10.742,3.906,0,26.367,0,63.477
1231,Quercus_Pontica,1.953,3.906,46.875,3.906,17.578,5.859,27.344,0,3.906,17.578,5.859,35.156,19.531,5.859,35.156,0,5.859,3.906,0,9.766,46.875,11.719,0,0,25.391,17.578,11.719,11.719,7.812,25.391,19.531,15.625,5.859,0,11.719,1.953,29.297,52.734,27.344,27.344,5.859,9.766,9.766,23.438,7.812,17.578,625,68.359,7.812,15.625,11.719,0,48.828,15.625,19.531,19.531,9.766,1.953,7.812,0,0,7.812,21.484,7.812,12.266,11.524,1.128,11.605,11.061,1.107,11.157,11.326,1.187,12.473,13.496,14.629,15.542,16.579,17.718,18.793,19.217,19.401,19.365,19.485,2.075,22.369,21.995,20.372,18.745,1.844,18.436,18.102,18.241,1.695,16.194,1.519,13.761,1.281,12.271,12.264,11.524,11.132,11.132,11.539,1.217,12.368,13.072,13.428,13.382,142,14.613,15.533,16.433,17.493,18.531,19.208,20.058,2.025,19.925,19.412,18.919,18.608,17.404,1.657,15.899,14.724,1.365,1.306,977,14.648,0,1.953,40.039,24.414,26.367,10.156,24.414,0,0,293,16.602,3.125,0,0,5.859,0,3.906,30.273,0,9.766,10.449,0,0,977,0,0,63.477,14.648,15.039,0,0,3.906,7.812,0,0,2.832,0,0,0,293,977,0,72.266,1.953,70.312,0,19.531,12.695,0,977,0,42.969,6.836,0,32.227,0,20.508,0,0,0,4.883,1.953
1232,Alnus_Maximowiczii,0,0,1.953,11.719,41.016,0,5.859,0,0,1.953,0,33.203,0,13.672,33.203,9.766,3.906,0,1.953,1.953,25.391,3.125,27.344,11.719,50.781,3.906,39.062,33.203,0,5.859,48.828,54.688,3.906,0,0,0,5.859,23.438,25.391,13.672,46.875,1.953,9.766,9.766,1.953,25.391,21.484,19.531,78.125,37.109,0,0,19.531,41.016,3.906,5.859,1.953,1.953,1.953,33.203,9.766,33.203,3.906,27.344,10.912,10.231,96.347,90.707,85.432,8.003,74.919,69.765,64.879,60.504,56.508,52.944,49.911,47.492,44.625,42.984,42.199,41.444,4.273,44.729,47.576,51.956,56.671,61.475,66.545,71.907,77.287,82.774,88.641,94.393,98.477,10.506,1.104,1.036,97.687,92.014,86.664,8.138,75.875,70.365,652,59.846,54.897,50.693,46.945,43.188,40.445,3.934,38.285,39.781,4.203,45.391,48.873,53.125,57.186,61.936,66.953,72.362,78.066,83.229,88.443,93.597,99.513,10.671,293,977,0,41.992,0,0,4.883,977,6.836,13.672,39.062,0,0,26.367,87.891,0,977,0,29.297,977,0,20.508,0,40.039,293,11.719,4.883,0,1.953,1.953,5.859,977,40.039,0,293,0,63.477,977,8.789,13.672,0,977,16.602,3.906,0,0,10.742,0,11.719,19.531,50.781,3.906,625,26.367,0,6.836,1.953,22.461,5.859,5.957,0,11.035,977,1.953
1235,Alnus_Cordata,11.719,3.906,41.016,13.672,33.203,0,29.297,0,0,41.016,9.766,7.812,7.812,0,17.578,0,5.859,13.672,1.953,23.438,1.953,0,0,5.859,0,625,0,33.203,3.906,66.406,13.672,1.953,41.016,0,7.812,7.812,13.672,70.312,35.156,27.344,9.766,7.812,9.766,39.062,1.953,33.203,13.672,3.906,3.906,3.906,9.766,0,74.219,25.391,37.109,0,27.344,11.719,17.578,0,0,5.859,3.906,5.859,93.129,89.826,89.646,87.113,83.457,79.734,77.009,73.691,70.943,68.413,66.454,64.402,62.514,60.844,59.939,59.239,58.777,59.168,59.611,60.171,62.091,64.225,66.735,70.018,7.381,78.288,82.459,87.795,93.038,98.478,10.509,11.209,11.301,10.514,9.778,91.105,85.513,81.217,76.971,73.141,69.689,66.722,64.053,61.495,59.239,58.551,58.499,58.356,58.053,59.041,60.264,61.267,6.361,64.919,67.438,70.982,74.103,77.825,80.868,8.319,85.595,88.344,91.573,9.826,19.531,1.953,8.789,25.391,19.531,977,18.555,4.883,6.836,18.555,8.789,1.953,4.883,19.531,0,0,0,0,2.832,293,0,15.625,11.719,11.719,6.836,12.695,79.102,977,293,3.906,10.742,5.859,977,99.609,11.719,0,977,33.203,37.109,33.203,12.695,1.953,22.461,12.012,6.836,24.414,19.531,8.789,9.766,6.836,293,6.836,293,18.555,10.156,0,6.836,0,10.742,0,0,4.883,5.859,35.156
1236,Quercus_Dolicholepis,41.016,70.312,35.156,0,5.859,10.938,3.125,0,5.859,35.156,13.672,15.625,50.781,0,17.578,0,7.812,15.625,11.719,11.719,13.672,1.953,0,9.766,1.953,21.484,0,3.906,41.016,3.906,3.906,0,9.766,0,19.531,19.531,9.766,41.016,15.625,11.719,0,21.484,3.906,5.859,7.812,11.719,42.969,68.359,0,5.859,33.203,0,13.672,7.812,35.156,0,1.953,5.859,9.766,3.906,0,0,13.672,0,91.178,85.696,80.555,75.607,7.094,66.576,63.084,59.588,56.227,52.935,50.022,47.735,45.418,43.685,42.514,41.946,42.008,42.417,42.631,44.552,46.821,48.616,50.551,52.787,56.301,60.384,64.567,68.506,74.139,79.233,85.888,89.643,84.117,79.025,74.243,7.007,65.963,62.422,59.434,56.423,53.096,49.837,4.799,45.366,42.747,41.567,40.549,39.478,39.626,40.538,42.014,44.386,46.925,50.278,54.289,5.855,63.193,68.504,73.963,79.913,85.986,92.081,9.807,9.677,0,0,0,0,0,20.508,0,0,20.508,0,85.938,0,4.883,4.883,70.312,0,977,0,7.812,0,0,0,977,8.789,0,17.188,0,0,52.734,0,36.133,0,0,0,0,0,27.344,0,0,0,0,977,0,0,0,0,0,0,3.418,24.414,977,0,293,12.695,0,0,0,53.711,4.883,41.992,0,30.957,0,0
1238,Ulmus_Bergmanniana,0,0,13.672,21.484,58.594,0,5.859,0,7.812,5.859,1.953,19.531,0,1.953,39.062,0,15.625,0,23.438,0,7.812,9.766,0,0,13.672,3.125,9.766,35.156,5.859,33.203,48.828,78.125,1.953,0,0,0,3.906,48.828,50.781,9.766,37.109,1.953,5.859,19.531,3.906,3.125,42.969,11.719,39.062,3.906,0,0,625,48.828,13.672,13.672,9.766,5.859,11.719,3.125,0,0,1.953,0,47.648,43.885,41.863,44.379,45.625,46.397,47.588,48.659,48.834,48.989,4.882,47.736,46.728,46.291,45.132,44.155,43.569,42.702,41.449,41.633,41.864,40.801,41.867,43.136,43.323,45.369,4.659,47.454,4.902,51.698,54.384,59.574,64.866,59.836,54.425,50.837,499,46.519,44.311,42.504,42.806,42.404,41.853,42.314,42.341,4.281,43.351,43.306,43.827,44.779,45.281,45.433,45.877,47.172,47.297,48.781,49.697,48.883,48.052,4.732,46.653,43.401,40.348,42.245,0,0,0,13.672,0,0,0,0,977,0,19.531,0,293,20.508,0,12.695,0,0,0,0,0,56.641,0,0,0,52.734,0,0,10.742,1.953,8.789,11.719,293,0,0,977,10.742,0,0,0,0,18.555,0,0,0,0,0,0,17.578,20.508,16.016,42.969,13.086,3.906,0,0,0,73.242,3.906,0,0,11.231,12.695,0
1239,Eucalyptus_Glaucescens,9.766,42.969,7.812,46.875,1.953,52.734,9.766,1.953,9.766,9.766,33.203,0,13.867,3.906,1.953,0,7.812,76.172,7.812,11.719,0,0,0,0,0,3.906,0,7.812,56.641,15.625,0,0,23.438,3.906,5.859,33.203,7.812,11.719,1.953,1.953,0,52.734,0,3.906,10.938,0,0,1.953,0,0,50.781,0,0,0,0,0,11.719,60.547,29.297,17.578,0,0,13.672,0,10.144,95.262,88.596,81.734,75.379,69.246,65.382,59.579,55.033,50.317,459,4.277,39.381,36.336,33.664,32.542,32,31.947,34.186,36.942,41.072,44.067,47.271,51.447,56.101,61.056,63.607,67.575,72.756,77.332,83.033,87.042,8.533,80.272,78.538,73.097,67.802,63.639,5.865,60.013,53.795,50.059,46.151,41.258,38.482,36.468,33.952,32.675,34.121,33.173,34.582,37.564,4.057,43.053,47.643,50.847,55.884,60.403,65.199,70.589,76.245,82.515,88.896,95.544,73.242,43.945,293,20.508,13.672,0,78.125,32.227,0,2.832,0,0,0,0,0,0,15.625,0,46.875,18.555,0,0,2.832,977,11.719,977,21.484,4.883,0,0,0,0,11.719,74.219,0,0,977,71.289,67.383,75.195,0,0,33.203,14.648,9.766,48.828,27.344,1.953,0,0,0,0,0,11.719,16.602,0,15.625,0,0,0,0,0,0,77.148
1240,Viburnum_Tinus,37.109,66.406,7.812,19.531,7.812,72.266,46.875,0,5.859,13.672,39.062,1.953,76.172,1.953,0,0,35.156,35.156,29.297,9.766,11.719,0,0,1.953,0,13.672,1.953,19.531,25.391,5.859,1.953,1.953,3.125,0,15.625,25.391,13.672,25.391,3.906,1.953,0,3.125,7.812,3.906,3.125,0,11.719,1.953,0,3.906,60.547,0,21.484,1.953,17.578,1.953,5.859,29.297,23.438,21.484,0,0,15.625,1.953,57.502,54.519,50.705,47.328,44.245,40.449,37.384,34.616,31.947,29.447,27.322,26.157,25.565,26.102,26.558,28.688,30.265,32.124,34.791,37.848,39.729,41.672,4.288,44.308,45.272,47.275,49.533,5.308,57.377,61.779,65.964,70.128,6.708,62.692,57.907,53.669,49.952,47.773,45.332,44.345,42.287,41.158,38.992,37.213,35.146,33.852,3.197,30.789,28.819,27.635,2.709,26.959,27.367,28.436,31.057,33.379,36.633,40.123,43.187,47.028,50.773,54.077,59.196,57.942,26.367,14.648,293,5.859,977,7.812,2.832,3.906,9.766,977,23.438,0,17.578,27.344,0,0,977,44.922,47.852,4.883,0,15.625,26.367,9.766,40.039,15.625,293,2.832,9.766,6.836,25.391,5.859,0,3.418,3.906,0,0,17.578,19.531,37.109,0,4.883,13.672,4.883,3.125,23.438,56.641,0,27.344,6.836,977,11.719,40.039,3.418,977,0,46.875,12.695,27.344,0,0,21.484,26.367,41.016
1242,Alnus_Cordata,3.906,3.906,3.125,21.484,3.125,0,83.984,1.953,1.953,35.156,7.812,3.906,1.953,0,5.859,0,17.578,1.953,9.766,15.625,7.812,1.953,0,1.953,0,46.875,0,44.922,7.812,56.641,13.672,11.719,23.438,3.906,5.859,15.625,19.531,56.641,23.438,3.906,13.672,19.531,7.812,33.203,3.906,19.531,23.438,5.859,13.672,5.859,13.672,1.953,54.688,19.531,80.078,3.906,15.625,5.859,17.578,7.812,1.953,3.906,1.953,0,91.077,98.461,94.313,87.243,85.316,84.063,82.798,81.601,7.959,77.501,75.336,73.404,71.004,69.126,67.089,65.865,64.701,64.128,63.672,63.716,64.626,66.026,67.577,69.329,71.348,73.714,77.382,80.938,845,88.931,94.238,10.069,10.783,1.082,1.007,92.896,86.982,83.956,80.581,7.807,75.509,72.856,71.015,69.056,682,67.502,66.089,65.905,66.209,66.365,66.613,66.514,68.243,69.414,7.105,71.724,7.462,76.917,79.389,81.957,8.507,86.962,88.241,88.769,3.906,4.883,9.766,293,95.703,0,13.672,36.133,0,0,27.344,81.055,8.789,3.906,0,14.648,0,1.953,16.602,5.859,0,18.555,27.344,4.883,1.953,293,977,9.766,35.156,9.766,52.734,0,0,12.695,14.648,0,0,33.203,5.859,6.836,0,4.883,4.883,5.859,25.391,15.625,27.344,6.543,10.742,30.273,977,21.484,0,23.438,14.063,0,17.578,977,30.273,0,0,0,4.883,4.883
1243,Acer_Rubrum,0,1.953,29.297,9.766,41.016,1.953,5.859,0,13.672,1.953,1.953,3.125,7.812,7.812,39.062,0,7.812,1.953,7.812,0,41.016,23.438,0,21.484,23.438,17.578,17.578,25.391,7.812,23.438,33.203,25.391,7.812,0,1.953,1.953,3.906,33.203,39.062,23.438,19.531,9.766,25.391,37.109,1.953,15.625,46.875,68.359,25.391,29.297,3.906,3.906,33.203,21.484,11.719,21.484,3.906,1.953,17.578,7.812,0,1.953,5.859,3.906,10.902,10.586,99.347,93.018,86.833,80.864,74.795,6.917,63.744,58.422,53.053,48.903,44.965,4.224,3.963,37.567,36.042,35.528,36,36.646,38.904,41.007,44.149,48.081,51.951,56.913,62.232,67.433,73.282,79.224,85.466,91.046,94.257,87.734,81.914,76.184,7.033,65.017,59.949,55.579,5.119,47.556,4.496,41.839,39.765,37.745,36.702,35.482,35.763,36.808,39.403,42.784,46.966,49.721,5.337,58.815,62.666,68.162,7.321,78.771,84.705,90.205,96.555,10.295,293,977,0,41.992,0,0,0,0,0,14.258,1.953,0,0,0,0,0,0,0,43.945,0,0,0,977,1.953,977,27.344,8.789,0,977,0,5.859,0,29.785,0,0,0,12.988,0,5.859,38.086,19.043,0,7.812,977,0,0,0,0,0,293,977,0,7.812,23.438,977,0,0,0,977,0,0,6.836,0,3.906
1244,Quercus_Infectoria_sub,25.391,50.781,29.297,15.625,3.906,41.016,3.125,5.859,0,48.828,39.062,3.906,21.484,0,3.906,0,39.062,37.109,9.766,21.484,19.531,1.953,0,0,0,25.391,0,1.953,21.484,7.812,1.953,1.953,39.062,1.953,23.438,19.531,23.438,35.156,3.906,1.953,0,27.344,7.812,3.906,3.125,0,23.438,19.531,0,11.719,3.125,0,46.875,0,37.109,0,11.719,3.125,23.438,1.953,1.953,0,3.125,0,78.379,72.248,73.039,69.709,64.359,59.151,53.997,49.353,44.615,40.119,36.706,32.545,28.141,26.346,25.034,23.818,24.823,27.572,30.061,32.791,37.497,40.328,46.513,51.974,53.568,59.291,61.445,67.111,70.346,75.579,78.592,84.735,8.593,80.099,74.027,68.626,65.493,59.066,56.249,50.583,47.844,4.252,36.497,36.133,32.742,27.995,27.075,24.925,22.321,21.642,25.755,2.772,30.126,34.464,38.862,43.559,47.669,5.295,58.113,63.527,68.977,73.951,75.846,80.773,23.438,18.555,12.695,23.438,977,57.617,33.203,4.883,9.766,27.344,0,0,17.578,0,0,0,29.297,0,12.695,23.438,0,0,3.418,6.836,6.836,293,84.961,0,0,25.391,977,0,6.836,4.883,26.367,0,0,2.832,81.055,36.133,9.375,0,46.875,30.273,625,5.859,27.344,0,977,0,0,0,0,3.906,0,0,18.555,0,12.695,0,0,0,0,56.641
1245,Acer_Rubrum,0,0,17.578,11.719,25.391,3.906,17.578,0,23.438,3.906,1.953,33.203,11.719,7.812,48.828,0,3.906,3.906,13.672,3.906,25.391,19.531,0,17.578,11.719,23.438,7.812,21.484,3.906,25.391,21.484,9.766,0,0,3.906,0,23.438,46.875,42.969,23.438,15.625,11.719,17.578,29.297,5.859,29.297,39.062,54.688,23.438,46.875,9.766,3.906,50.781,17.578,19.531,15.625,3.906,1.953,15.625,7.812,0,7.812,7.812,3.906,10.046,93.547,90.257,84.614,79.584,73.901,68.545,63.236,59.818,56.724,53.483,49.769,48.441,4.641,45.399,43.718,4.286,42.098,4.334,44.965,46.455,48.101,50.415,53.585,57.145,62.887,68.088,72.967,78.995,83.212,88.097,94.433,10.194,10.646,10.061,94.345,87.705,81.325,75.636,69.605,63.781,58.778,54.148,50.363,47.098,43.554,40.757,4,39.797,38.802,38.757,41.003,43.975,46.849,50.607,54.813,5.978,63.992,69.046,74.805,80.838,86.948,93.132,10.037,7.812,0,0,3.418,0,0,5.859,0,0,97.656,0,0,0,0,0,0,0,0,24.414,0,0,0,0,4.883,0,38.086,5.859,0,977,0,16.602,0,43.066,977,0,0,97.656,1.953,3.906,26.367,15.234,0,5.859,1.953,977,0,977,0,0,0,0,0,6.836,16.602,0,0,0,293,0,0,0,11.719,0,1.953
1249,Tilia_Platyphyllos,13.672,1.953,25.391,27.344,39.062,1.953,44.922,3.906,5.859,23.438,13.672,25.391,5.859,1.953,33.203,0,11.719,3.906,1.953,19.531,7.812,0,0,5.859,0,17.578,0,3.125,1.953,39.062,21.484,5.859,7.812,3.906,5.859,3.906,15.625,10.547,3.125,21.484,21.484,15.625,1.953,37.109,5.859,21.484,46.875,64.453,5.859,1.953,7.812,0,15.625,17.578,29.297,9.766,17.578,3.906,19.531,1.953,3.906,3.906,13.672,1.953,12.416,12.328,1.196,11.302,10.596,97.593,89.605,81.912,74.159,66.171,58.238,51.651,45.716,40.612,36.454,32.772,30.674,32.028,3.648,4.165,47.691,53.482,60.203,67.261,74.359,81.005,88.463,94.113,10.112,10.754,11.323,11.717,12.242,1.173,11.298,1.071,10.123,94.105,86.951,80.261,72.673,65.558,59.657,53.182,47.367,41.958,39.005,36.984,36.017,3.705,3.996,43.514,48.356,55.036,61.291,68.106,75.602,82.952,9.088,97.568,10.535,11.369,12.104,12.157,18.555,293,12.695,11.719,977,977,44.922,17.578,1.953,5.859,44.922,0,7.812,6.836,0,3.906,977,1.953,17.578,14.648,0,61.523,1.953,977,16.602,16.602,4.883,8.789,36.133,13.672,38.086,33.203,977,6.836,5.859,4.883,0,53.711,27.344,25.391,1.953,4.883,22.461,5.859,6.836,18.555,48.828,977,9.766,38.086,53.711,7.812,7.812,21.484,977,19.531,18.555,6.836,2.832,0,0,53.711,11.719,37.109
1250,Ilex_Cornuta,72.266,56.641,5.859,1.953,0,87.891,23.438,0,0,37.109,76.172,1.953,37.109,0,3.906,0,3.125,27.344,0,29.297,5.859,0,0,0,0,11.719,0,1.953,13.672,21.484,0,0,54.688,0,33.203,39.062,7.812,9.766,1.953,0,0,11.719,23.438,7.812,3.125,0,23.438,1.953,0,0,78.125,0,0,0,1.953,0,35.156,15.625,9.766,3.906,0,0,625,0,48.781,43.912,39.659,35.933,30.747,29.863,37.467,4.251,47.028,43.518,38.459,37.157,31.976,3.754,43.372,41.416,39.804,3.576,39.751,36.908,31.905,27.265,34.648,27.507,31.858,38.881,38.296,37.601,41.058,44.367,48.335,4.397,36.298,36.312,39.036,42.012,42.897,45.506,47.978,42.337,36.733,29.843,29.846,32.085,3.615,39.187,41.501,42.156,36.227,29.876,22.849,24.529,31.399,35.624,40.487,44.863,46.115,41.215,37.718,34.219,30.436,30.395,37.924,44.128,30.273,6.836,6.836,293,42.969,36.133,7.812,13.672,15.625,7.812,0,5.859,18.555,0,0,0,9.766,1.953,1.953,11.719,0,0,5.859,0,293,977,23.438,10.742,977,20.508,293,0,5.859,18.555,15.625,0,977,24.414,10.742,5.859,977,0,3.906,85.938,8.789,86.914,9.766,3.125,0,0,0,0,1.953,293,18.164,0,4.883,0,5.859,0,0,977,293,33.203
1251,Olea_Europaea,17.578,15.625,5.859,95.703,0,80.078,3.906,0,0,25.391,58.594,3.906,9.766,0,1.953,0,19.531,3.125,9.766,52.734,0,0,0,0,0,7.812,0,3.906,41.016,46.875,0,0,42.969,0,19.531,9.766,15.625,0,1.953,0,1.953,3.125,15.625,11.719,89.844,0,0,0,0,0,11.719,0,0,1.953,0,0,3.125,89.844,64.453,3.906,0,0,25.391,0,49.225,48.302,45.979,50.079,50.724,49.796,50.212,51.838,51.966,53.047,54.647,5.583,57.748,63.776,63.209,5.717,58.039,57.563,57.194,5.485,53.929,53.419,5.072,49.701,4.875,4.975,48.772,45.254,47.236,4.879,45.563,47.023,48.648,46.134,47.252,4.984,49.044,48.389,50.053,50.734,49.162,51.955,53.684,55.319,56.696,59.825,61.902,60.476,58.969,56.403,53.978,54.592,53.931,50.042,50.406,47.189,49.046,46.984,47.409,47.685,46.568,49.037,50.237,49.786,977,3.906,0,7.812,0,0,0,0,0,15.039,0,0,0,0,977,0,0,0,19.531,0,0,0,977,61.523,24.414,22.461,1.953,0,0,0,0,0,41.016,0,0,0,10.352,0,293,26.367,41.016,0,977,977,0,0,0,0,3.906,0,0,0,13.672,0,0,0,0,66.406,293,3.125,0,977,0,0
1253,Quercus_Infectoria_sub,25.391,29.297,39.062,11.719,5.859,95.703,37.109,7.812,0,46.875,52.734,1.953,56.641,0,7.812,0,27.344,23.438,3.906,19.531,13.672,0,0,0,0,29.297,0,1.953,3.125,17.578,0,0,23.438,0,17.578,9.766,19.531,37.109,7.812,1.953,0,21.484,0,5.859,35.156,1.953,15.625,27.344,0,5.859,19.531,1.953,39.062,0,35.156,0,17.578,19.531,23.438,0,0,0,27.344,0,34.778,33.166,35.797,35.518,34.509,38.636,42.194,44.271,47.202,53.018,57.701,6.271,68.584,74.552,80.492,85.935,90.655,95.198,8.844,85.659,8.113,75.652,69.882,64.431,58.985,53.711,49.553,46.895,41.269,39.315,37.952,32.305,32.643,34.806,37.198,36.372,41.387,46.237,48.038,49.397,55.457,58.214,61.359,64.653,68.484,74.138,80.073,86.374,92.669,93.719,87.329,80.831,7.479,72.951,66.519,63.309,60.443,54.936,52.504,51.489,46.597,4.126,41.923,38.708,1.953,18.555,1.953,49.805,0,3.125,6.836,0,17.578,82.031,0,0,14.648,0,0,0,29.297,293,10.742,11.719,0,0,23.438,13.672,27.344,0,71.289,0,0,32.227,0,0,22.461,977,14.648,0,0,977,95.703,44.922,11.328,0,63.477,27.344,57.617,0,19.531,0,977,0,0,0,6.836,293,0,0,20.508,0,20.508,0,0,0,293,37.109
1254,Morus_Nigra,0,3.906,15.625,5.859,15.625,0,15.625,0,3.906,5.859,1.953,37.109,7.812,7.812,44.922,0,3.906,1.953,1.953,3.906,50.781,42.969,0,17.578,13.672,9.766,25.391,23.438,13.672,19.531,23.438,9.766,5.859,1.953,3.906,0,7.812,3.125,25.391,23.438,0,0,60.547,13.672,0,35.156,37.109,95.703,3.906,48.828,5.859,3.906,23.438,9.766,625,29.297,1.953,0,15.625,1.953,3.906,13.672,5.859,0,50.217,50.993,51.276,5.222,5.347,55.533,57.236,59.413,60.369,62.425,63.707,64.247,63.647,62.318,6.069,61.278,67.566,73.615,70.659,64.385,60.931,61.949,62.909,6.268,61.294,59.283,5.734,55.939,53.878,53.502,52.551,51.693,51.617,51.306,50.717,51.553,51.695,52.122,52.906,55.311,56.021,56.429,58.057,59.528,61.899,64.664,67.473,70.549,74.949,73.888,68.267,64.688,6.385,61.774,59.852,5.766,55.935,54.592,51.932,5.135,51.259,49.543,50.354,50.345,6.836,977,977,47.852,0,4.883,10.742,1.953,14.648,47.852,73.242,0,293,2.832,0,0,1.953,0,23.438,6.836,0,38.086,3.906,977,8.789,22.461,40.039,0,39.062,3.906,50.781,0,20.508,0,6.836,0,3.906,293,51.758,11.719,39.062,4.883,51.758,3.906,977,0,42.969,0,14.648,64.453,18.555,6.836,2.832,32.227,0,0,1.953,11.719,23.438,0,0,42.969,16.602,15.625
1255,Alnus_Viridis,5.859,1.953,27.344,7.812,35.156,0,7.812,5.859,0,7.812,1.953,33.203,5.859,1.953,29.297,0,3.906,3.906,11.719,7.812,23.438,7.812,0,3.906,46.875,15.625,9.766,33.203,0,15.625,41.016,85.938,7.812,1.953,3.906,0,13.672,46.875,35.156,21.484,52.734,1.953,0,19.531,1.953,23.438,625,3.125,41.016,11.719,0,0,3.125,60.547,11.719,3.906,11.719,0,3.906,1.953,1.953,0,13.672,0,66.073,6.868,70.381,71.328,7.204,72.971,71.533,7.069,71.485,71.655,69.843,67.063,64.569,62.925,60.448,59.458,59.292,58.716,58.046,56.436,56.426,57.698,61.112,64.791,68.647,72.806,78.531,85.789,9.296,1.002,10.779,10.268,95.634,88.605,81.444,75.371,70.956,67.676,64.973,62.634,60.137,58.346,58.032,58.025,58.472,60.101,62.319,64.017,65.222,66.694,67.666,67.306,66.905,66.988,67.997,69.701,68.978,67.136,65.673,72.965,80.261,81.969,74.697,67.434,1.953,6.836,1.953,7.812,0,1.953,14.648,3.906,293,0,51.758,0,977,10.742,977,4.883,0,0,2.832,14.648,0,85.938,6.836,7.812,0,37.109,0,0,37.109,293,43.945,12.598,0,0,977,19.531,977,0,293,14.648,0,8.789,3.906,0,8.789,0,45.898,0,24.414,52.734,49.805,24.414,17.578,51.758,0,56.641,11.719,18.555,42.969,293,0,30.273,5.859,1.953
1256,Cornus_Chinensis,21.484,80.078,13.672,1.953,3.906,66.406,27.344,0,11.719,35.156,625,0,13.867,1.953,0,0,19.531,42.969,0,23.438,0,0,0,0,0,9.766,0,1.953,33.203,7.812,0,0,39.062,0,27.344,29.297,27.344,15.625,1.953,1.953,0,15.625,0,5.859,33.203,1.953,0,0,0,0,60.547,0,15.625,0,5.859,0,11.719,19.531,3.906,5.859,1.953,0,68.359,3.906,10.242,95.034,89.602,85.806,79.367,72.522,6.669,6.004,54.559,53.635,54.514,53.559,4.735,41.602,43.182,48.825,51.134,50.525,44.127,49.319,51.873,47.209,50.267,55.171,52.147,54.738,60.367,64.092,65.054,70.624,75.477,80.065,74.107,74.411,67.991,70.916,65.329,60.967,64.822,61.681,55.311,55.646,55.827,51.574,45.799,47.915,49.486,46.717,42.224,39.281,45.197,47.741,49.628,47.532,49.892,5.596,61.274,63.861,67.823,74.137,81.395,88.313,91.513,97.949,4.883,0,17.578,5.859,9.766,0,25.391,15.625,977,12.695,71.289,0,12.695,6.836,0,10.742,0,977,2.832,7.812,30.273,35.156,1.953,293,293,21.484,15.625,9.766,13.672,12.695,20.508,14.648,977,12.695,17.578,12.695,0,29.297,16.602,7.812,4.883,12.695,20.508,50.781,1.953,41.992,40.039,6.836,13.672,9.766,83.008,23.438,6.836,41.016,1.953,30.273,977,293,13.672,0,11.719,52.734,4.883,12.695
